car_id,passengers,ideal_time,actual_time
11121,1,11.174999999999997,9079
11506,1,10.387500000000001,9480
23363,1,10.205000000000002,9180
30461,1,6.515,9484
925,1,13.797499999999998,9385
14804,1,7.497500000000001,7885
8629,1,12.832142857142856,8686
16072,1,14.567142857142855,8690
17542,1,7.572500000000002,8892
4632,1,9.947500000000002,9495
4861,1,6.4975000000000005,8095
5033,1,7.547500000000001,9196
14799,1,15.107499999999998,9598
849,1,14.817142857142855,9300
19394,1,10.387500000000001,9201
28064,1,6.5375000000000005,8301
